OrderID,event_timestamp,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,Year,Month,DayOfWeek,Quarter,IsWeekend,EffectiveUnitPrice,RevenuePerCartItem,RevenueIntensityScore,PriceDeviation,SpendTier
ORD200472,2023-01-06,C60029,Chair,3.0,508.12,796 Main St,Credit Card,Cancelled,TRK86461316,8.0,FREESHIP,Referral,1524.36,2023,1,4,1,0,508.11999999999995,190.545,63.51499999999999,152.4597191011236,1
ORD200555,2023-01-07,C88933,Tablet,1.0,92.04,333 Main St,Cash,Shipped,TRK89306964,2.0,FREESHIP,Facebook,92.04,2023,1,5,1,1,92.04,46.02,46.02,-275.6391061452514,0
ORD200034,2023-01-07,C67195,Chair,4.0,576.52,926 Main St,Credit Card,Pending,TRK55467915,5.0,WINTER15,Facebook,2306.08,2023,1,5,1,1,576.52,461.216,115.304,220.85971910112357,2
ORD201179,2023-01-08,C84630,Laptop,5.0,518.55,907 Main St,Credit Card,Cancelled,TRK48054997,6.0,WINTER15,Instagram,2592.75,2023,1,6,1,1,518.55,432.125,86.425,160.84294797687858,3
ORD201084,2023-01-08,C45175,Phone,1.0,70.82,128 Main St,Gift Card,Pending,TRK41792296,1.0,WINTER15,Instagram,70.82,2023,1,6,1,1,70.82,70.82,70.82,-304.3975641025641,0
ORD200131,2023-01-08,C72862,Tablet,1.0,84.8,606 Main St,Gift Card,Pending,TRK51648833,5.0,FREESHIP,Instagram,84.8,2023,1,6,1,1,84.8,16.96,16.96,-282.8791061452514,0
ORD200262,2023-01-10,C69476,Phone,4.0,249.07,642 Main St,Credit Card,Returned,TRK65869386,5.0,WINTER15,Referral,996.28,2023,1,1,1,0,249.07,199.256,49.814,-126.1475641025641,1
ORD200418,2023-01-11,C74169,Printer,1.0,310.93,862 Main St,Online,Cancelled,TRK66144809,3.0,FREESHIP,Facebook,310.93,2023,1,2,1,0,310.93,103.64333333333333,103.64333333333333,-40.78491712707182,0
ORD201003,2023-01-11,C84700,Printer,5.0,319.97,582 Main St,Cash,Shipped,TRK14706969,7.0,SAVE10,Google,1599.85,2023,1,2,1,0,319.96999999999997,228.54999999999998,45.71,-31.7449171270718,1
ORD200957,2023-01-12,C73575,Monitor,5.0,643.89,851 Main St,Cash,Returned,TRK23387612,8.0,WINTER15,Facebook,3219.45,2023,1,3,1,0,643.89,402.43125,80.48625,285.22638036809815,3
ORD201008,2023-01-13,C62557,Monitor,3.0,410.88,257 Main St,Cash,Delivered,TRK12742366,8.0,FREESHIP,Instagram,1232.64,2023,1,4,1,0,410.88000000000005,154.08,51.36000000000001,52.21638036809816,1
ORD200098,2023-01-14,C70921,Printer,2.0,228.54,533 Main St,Debit Card,Pending,TRK54983109,3.0,FREESHIP,Email,457.08,2023,1,5,1,1,228.54,152.35999999999999,76.17999999999999,-123.17491712707184,0
ORD200750,2023-01-14,C14737,Tablet,4.0,145.41,637 Main St,Credit Card,Returned,TRK10295115,7.0,FREESHIP,Email,581.64,2023,1,5,1,1,145.41,83.09142857142857,20.77285714285714,-222.2691061452514,0
ORD200093,2023-01-14,C97262,Desk,4.0,431.01,837 Main St,Credit Card,Returned,TRK65990229,7.0,FREESHIP,Referral,1724.04,2023,1,5,1,1,431.01,246.29142857142855,61.57285714285714,101.40188235294119,2
ORD200058,2023-01-15,C60190,Phone,4.0,474.69,202 Main St,Gift Card,Cancelled,TRK70857868,6.0,SAVE10,Google,1898.76,2023,1,6,1,1,474.69,316.46,79.115,99.4724358974359,2
ORD200483,2023-01-18,C66462,Phone,5.0,347.92,982 Main St,Cash,Pending,TRK52743700,6.0,WINTER15,Google,1739.6,2023,1,2,1,0,347.91999999999996,289.93333333333334,57.986666666666665,-27.29756410256408,2
ORD200639,2023-01-20,C22534,Chair,1.0,529.19,391 Main St,Cash,Cancelled,TRK17415798,5.0,FREESHIP,Referral,529.19,2023,1,4,1,0,529.19,105.83800000000001,105.83800000000001,173.52971910112365,0
ORD201080,2023-01-20,C70613,Laptop,5.0,464.74,438 Main St,Gift Card,Delivered,TRK33140293,7.0,FREESHIP,Referral,2323.7,2023,1,4,1,0,464.73999999999995,331.95714285714286,66.39142857142856,107.03294797687863,2
ORD200383,2023-01-20,C18944,Chair,4.0,393.8,837 Main St,Credit Card,Pending,TRK45275439,7.0,SAVE10,Email,1575.2,2023,1,4,1,0,393.8,225.02857142857144,56.25714285714286,38.1397191011236,1
ORD200057,2023-01-22,C88036,Printer,5.0,314.27,842 Main St,Cash,Returned,TRK52470128,6.0,SAVE10,Instagram,1571.35,2023,1,6,1,1,314.27,261.89166666666665,52.37833333333333,-37.44491712707185,1
ORD200766,2023-01-22,C91454,Printer,2.0,278.88,494 Main St,Debit Card,Pending,TRK99985340,3.0,FREESHIP,Referral,557.76,2023,1,6,1,1,278.88,185.92,92.96,-72.83491712707183,0
ORD200577,2023-01-22,C77046,Tablet,4.0,185.41,967 Main St,Online,Returned,TRK44401497,9.0,WINTER15,Google,741.64,2023,1,6,1,1,185.41,82.40444444444444,20.60111111111111,-182.2691061452514,0
ORD200019,2023-01-23,C14552,Monitor,5.0,224.0,273 Main St,Cash,Returned,TRK59101365,9.0,SAVE10,Google,1120.0,2023,1,0,1,0,224.0,124.44444444444444,24.88888888888889,-134.66361963190184,1
ORD200955,2023-01-23,C82068,Chair,1.0,408.13,164 Main St,Gift Card,Shipped,TRK25779180,3.0,WINTER15,Instagram,408.13,2023,1,0,1,0,408.13,136.04333333333332,136.04333333333332,52.46971910112359,0
ORD200692,2023-01-23,C25534,Desk,5.0,196.84,319 Main St,Credit Card,Delivered,TRK68347402,5.0,WINTER15,Instagram,984.2,2023,1,0,1,0,196.84,196.84,39.368,-132.7681176470588,1
ORD200751,2023-01-24,C35168,Tablet,2.0,599.86,455 Main St,Gift Card,Pending,TRK76960854,7.0,FREESHIP,Facebook,1199.72,2023,1,1,1,0,599.86,171.38857142857142,85.69428571428571,232.1808938547486,1
ORD200016,2023-01-24,C28976,Printer,2.0,533.81,914 Main St,Credit Card,Pending,TRK13194259,3.0,FREESHIP,Email,1067.62,2023,1,1,1,0,533.81,355.8733333333333,177.93666666666664,182.09508287292812,1
ORD200295,2023-01-25,C49009,Printer,5.0,107.48,278 Main St,Debit Card,Cancelled,TRK46285799,9.0,FREESHIP,Email,537.4,2023,1,2,1,0,107.47999999999999,59.71111111111111,11.942222222222222,-244.2349171270718,0
ORD200573,2023-01-25,C13205,Chair,5.0,421.42,522 Main St,Debit Card,Cancelled,TRK30686578,7.0,FREESHIP,Instagram,2107.1,2023,1,2,1,0,421.41999999999996,301.0142857142857,60.20285714285714,65.75971910112361,2
ORD200933,2023-01-26,C59685,Monitor,2.0,394.16,255 Main St,Online,Shipped,TRK43718093,2.0,FREESHIP,Referral,788.32,2023,1,3,1,0,394.16,394.16,197.08,35.49638036809819,0
ORD200977,2023-01-28,C85841,Chair,4.0,649.47,608 Main St,Cash,Pending,TRK99820544,8.0,SAVE10,Google,2597.88,2023,1,5,1,1,649.47,324.735,81.18375,293.8097191011236,3
ORD200662,2023-01-28,C98332,Laptop,3.0,438.89,985 Main St,Cash,Returned,TRK85744797,3.0,FREESHIP,Facebook,1316.67,2023,1,5,1,1,438.89000000000004,438.89000000000004,146.29666666666668,81.18294797687861,1
ORD200556,2023-01-28,C30923,Laptop,1.0,654.27,932 Main St,Gift Card,Pending,TRK82609328,2.0,SAVE10,Facebook,654.27,2023,1,5,1,1,654.27,327.135,327.135,296.5629479768786,0
ORD201151,2023-01-29,C94381,Chair,2.0,608.04,962 Main St,Cash,Cancelled,TRK69804304,4.0,FREESHIP,Google,1216.08,2023,1,6,1,1,608.04,304.02,152.01,252.37971910112356,1
ORD200022,2023-01-29,C34416,Monitor,2.0,49.62,633 Main St,Online,Pending,TRK75937350,2.0,SAVE10,Google,99.24,2023,1,6,1,1,49.62,49.62,24.81,-309.04361963190183,0
ORD200560,2023-01-31,C33634,Monitor,4.0,588.85,524 Main St,Gift Card,Pending,TRK93168008,7.0,FREESHIP,Email,2355.4,2023,1,1,1,0,588.85,336.4857142857143,84.12142857142858,230.18638036809818,2
ORD200561,2023-01-31,C96822,Printer,2.0,494.78,198 Main St,Online,Shipped,TRK89180077,2.0,FREESHIP,Google,989.56,2023,1,1,1,0,494.78,494.78,247.39,143.06508287292814,1
ORD200836,2023-02-02,C31810,Phone,1.0,178.44,328 Main St,Credit Card,Cancelled,TRK58725886,2.0,FREESHIP,Google,178.44,2023,2,3,1,0,178.44,89.22,89.22,-196.7775641025641,0
ORD200679,2023-02-02,C40798,Tablet,3.0,360.66,304 Main St,Online,Returned,TRK66106697,5.0,FREESHIP,Instagram,1081.98,2023,2,3,1,0,360.66,216.39600000000002,72.132,-7.019106145251385,1
ORD200486,2023-02-03,C88981,Printer,4.0,611.26,558 Main St,Cash,Shipped,TRK75267873,5.0,SAVE10,Referral,2445.04,2023,2,4,1,0,611.26,489.008,122.252,259.54508287292816,2
ORD200274,2023-02-04,C50967,Phone,2.0,182.4,884 Main St,Gift Card,Cancelled,TRK65300814,5.0,SAVE10,Referral,364.8,2023,2,5,1,1,182.4,72.96000000000001,36.480000000000004,-192.8175641025641,0
ORD200829,2023-02-05,C39551,Monitor,1.0,76.93,685 Main St,Debit Card,Delivered,TRK68358007,6.0,WINTER15,Instagram,76.93,2023,2,6,1,1,76.93,12.821666666666667,12.821666666666667,-281.73361963190183,0
ORD200669,2023-02-05,C60547,Desk,1.0,257.0,812 Main St,Debit Card,Cancelled,TRK65694249,5.0,FREESHIP,Referral,257.0,2023,2,6,1,1,257.0,51.4,51.4,-72.6081176470588,0
ORD200953,2023-02-06,C43721,Phone,1.0,131.61,971 Main St,Cash,Shipped,TRK89392104,2.0,FREESHIP,Facebook,131.61,2023,2,0,1,0,131.61,65.805,65.805,-243.60756410256408,0
ORD200187,2023-02-08,C21227,Chair,1.0,590.87,689 Main St,Gift Card,Returned,TRK79129657,6.0,FREESHIP,Referral,590.87,2023,2,2,1,0,590.87,98.47833333333334,98.47833333333334,235.2097191011236,0
ORD200366,2023-02-10,C95213,Printer,3.0,602.24,603 Main St,Debit Card,Pending,TRK40630538,8.0,FREESHIP,Referral,1806.72,2023,2,4,1,0,602.24,225.84,75.28,250.52508287292818,2
ORD200923,2023-02-11,C91582,Printer,3.0,649.93,836 Main St,Credit Card,Pending,TRK99938245,7.0,WINTER15,Facebook,1949.79,2023,2,5,1,1,649.93,278.5414285714286,92.84714285714286,298.2150828729281,2
ORD201041,2023-02-11,C21167,Monitor,4.0,558.9,948 Main St,Gift Card,Shipped,TRK97737564,9.0,WINTER15,Google,2235.6,2023,2,5,1,1,558.9,248.39999999999998,62.099999999999994,200.23638036809814,2
ORD200094,2023-02-11,C79821,Chair,1.0,531.18,781 Main St,Gift Card,Returned,TRK12780193,6.0,WINTER15,Instagram,531.18,2023,2,5,1,1,531.18,88.52999999999999,88.52999999999999,175.51971910112354,0
ORD200436,2023-02-11,C14568,Laptop,4.0,221.33,651 Main St,Online,Pending,TRK73545796,5.0,FREESHIP,Google,885.32,2023,2,5,1,1,221.33,177.06400000000002,44.266000000000005,-136.37705202312137,1
ORD200927,2023-02-14,C35566,Laptop,4.0,64.69,638 Main St,Debit Card,Shipped,TRK10003020,7.0,WINTER15,Google,258.76,2023,2,1,1,0,64.69,36.965714285714284,9.241428571428571,-293.0170520231214,0
ORD200509,2023-02-15,C68937,Laptop,2.0,425.03,560 Main St,Cash,Returned,TRK31908657,2.0,WINTER15,Google,850.06,2023,2,2,1,0,425.03,425.03,212.515,67.3229479768786,1
ORD201144,2023-02-16,C88463,Desk,5.0,507.94,292 Main St,Online,Cancelled,TRK88749996,9.0,FREESHIP,Facebook,2539.7,2023,2,3,1,0,507.93999999999994,282.18888888888887,56.437777777777775,178.3318823529412,3
ORD200284,2023-02-16,C27203,Laptop,5.0,208.17,516 Main St,Credit Card,Returned,TRK22023906,6.0,SAVE10,Facebook,1040.85,2023,2,3,1,0,208.17,173.475,34.695,-149.5370520231214,1
ORD200244,2023-02-16,C98096,Desk,2.0,317.77,838 Main St,Debit Card,Cancelled,TRK51518631,4.0,WINTER15,Facebook,635.54,2023,2,3,1,0,317.77,158.885,79.4425,-11.838117647058823,0
ORD200913,2023-02-16,C45599,Printer,5.0,475.95,505 Main St,Credit Card,Returned,TRK62277685,8.0,WINTER15,Facebook,2379.75,2023,2,3,1,0,475.95,297.46875,59.49375,124.23508287292816,2
ORD200293,2023-02-16,C33220,Tablet,4.0,463.04,564 Main St,Gift Card,Returned,TRK40450219,9.0,FREESHIP,Instagram,1852.16,2023,2,3,1,0,463.04,205.79555555555555,51.44888888888889,95.36089385474861,2
ORD200128,2023-02-17,C86408,Tablet,4.0,21.07,244 Main St,Gift Card,Delivered,TRK41432648,4.0,FREESHIP,Google,84.28,2023,2,4,1,0,21.07,21.07,5.2675,-346.6091061452514,0
ORD200160,2023-02-17,C38669,Monitor,4.0,101.32,240 Main St,Cash,Pending,TRK81738254,7.0,FREESHIP,Referral,405.28,2023,2,4,1,0,101.32,57.89714285714285,14.474285714285713,-257.34361963190184,0
ORD200100,2023-02-17,C74866,Phone,3.0,664.79,743 Main St,Online,Delivered,TRK53783265,6.0,FREESHIP,Facebook,1994.37,2023,2,4,1,0,664.79,332.395,110.79833333333333,289.57243589743587,2
ORD201028,2023-02-17,C60042,Desk,4.0,440.31,610 Main St,Cash,Cancelled,TRK84651559,6.0,FREESHIP,Instagram,1761.24,2023,2,4,1,0,440.31,293.54,73.385,110.7018823529412,2
ORD200479,2023-02-18,C87011,Monitor,4.0,25.29,943 Main St,Credit Card,Pending,TRK21429162,8.0,FREESHIP,Google,101.16,2023,2,5,1,1,25.29,12.645,3.16125,-333.3736196319018,0
ORD201150,2023-02-20,C17921,Desk,4.0,302.65,119 Main St,Credit Card,Cancelled,TRK79291524,8.0,SAVE10,Referral,1210.6,2023,2,0,1,0,302.65,151.325,37.83125,-26.958117647058828,1
ORD200235,2023-02-20,C32854,Desk,1.0,65.45,815 Main St,Cash,Pending,TRK30009218,2.0,WINTER15,Google,65.45,2023,2,0,1,0,65.45,32.725,32.725,-264.1581176470588,0
ORD200673,2023-02-21,C46504,Tablet,2.0,372.92,131 Main St,Credit Card,Delivered,TRK95024356,7.0,SAVE10,Email,745.84,2023,2,1,1,0,372.92,106.54857142857144,53.27428571428572,5.240893854748606,0
ORD200297,2023-02-22,C68078,Desk,2.0,493.88,252 Main St,Credit Card,Returned,TRK64862812,7.0,SAVE10,Instagram,987.76,2023,2,2,1,0,493.88,141.10857142857142,70.55428571428571,164.2718823529412,1
ORD201069,2023-02-25,C70506,Monitor,1.0,454.23,255 Main St,Gift Card,Returned,TRK12518384,3.0,FREESHIP,Facebook,454.23,2023,2,5,1,1,454.23,151.41,151.41,95.56638036809818,0
ORD201090,2023-02-25,C61225,Monitor,2.0,650.25,996 Main St,Gift Card,Returned,TRK37022954,6.0,FREESHIP,Instagram,1300.5,2023,2,5,1,1,650.25,216.75,108.375,291.58638036809816,1
ORD200343,2023-02-26,C64638,Printer,1.0,527.57,919 Main St,Debit Card,Pending,TRK64087938,3.0,FREESHIP,Facebook,527.57,2023,2,6,1,1,527.57,175.85666666666668,175.85666666666668,175.85508287292822,0
ORD201072,2023-02-26,C88644,Monitor,1.0,392.61,977 Main St,Gift Card,Cancelled,TRK14900878,4.0,SAVE10,Referral,392.61,2023,2,6,1,1,392.61,98.1525,98.1525,33.946380368098175,0
ORD200155,2023-02-27,C62740,Phone,1.0,424.4,446 Main St,Online,Shipped,TRK20706408,6.0,WINTER15,Referral,424.4,2023,2,0,1,0,424.4,70.73333333333333,70.73333333333333,49.18243589743588,0
ORD200797,2023-02-27,C36825,Laptop,2.0,438.76,426 Main St,Debit Card,Returned,TRK72557318,2.0,FREESHIP,Facebook,877.52,2023,2,0,1,0,438.76,438.76,219.38,81.05294797687861,1
ORD201031,2023-02-28,C59183,Phone,5.0,664.51,136 Main St,Debit Card,Pending,TRK18129706,8.0,SAVE10,Email,3322.55,2023,2,1,1,0,664.51,415.31875,83.06375,289.2924358974359,3
ORD200328,2023-02-28,C18404,Tablet,5.0,674.04,546 Main St,Online,Cancelled,TRK89401624,7.0,SAVE10,Google,3330.4075,2023,2,1,1,0,666.0815,475.7725,95.1545,306.36089385474855,3
ORD200818,2023-03-02,C25580,Phone,4.0,390.84,860 Main St,Credit Card,Cancelled,TRK58781638,9.0,WINTER15,Referral,1563.36,2023,3,3,1,0,390.84,173.70666666666665,43.42666666666666,15.622435897435878,1
ORD201005,2023-03-02,C38065,Printer,3.0,392.85,426 Main St,Credit Card,Returned,TRK11448295,6.0,FREESHIP,Google,1178.55,2023,3,3,1,0,392.84999999999997,196.42499999999998,65.475,41.135082872928194,1
ORD200745,2023-03-02,C73813,Printer,4.0,111.3,364 Main St,Debit Card,Pending,TRK89906749,7.0,FREESHIP,Email,445.2,2023,3,3,1,0,111.3,63.6,15.9,-240.41491712707182,0
ORD200775,2023-03-04,C73941,Phone,2.0,625.22,569 Main St,Online,Cancelled,TRK22051900,5.0,FREESHIP,Google,1250.44,2023,3,5,1,1,625.22,250.08800000000002,125.04400000000001,250.00243589743593,1
ORD200205,2023-03-04,C19266,Desk,3.0,147.39,609 Main St,Debit Card,Returned,TRK58357269,3.0,FREESHIP,Email,442.17,2023,3,5,1,1,147.39000000000001,147.39000000000001,49.13,-182.21811764705882,0
ORD200533,2023-03-05,C66349,Desk,1.0,565.85,715 Main St,Gift Card,Returned,TRK63550793,1.0,FREESHIP,Facebook,565.85,2023,3,6,1,1,565.85,565.85,565.85,236.24188235294122,0
ORD200117,2023-03-08,C49187,Tablet,1.0,535.5,593 Main St,Gift Card,Cancelled,TRK81888598,5.0,WINTER15,Referral,535.5,2023,3,2,1,0,535.5,107.1,107.1,167.8208938547486,0
ORD200102,2023-03-08,C18037,Laptop,2.0,70.34,944 Main St,Gift Card,Cancelled,TRK47362236,3.0,FREESHIP,Email,140.68,2023,3,2,1,0,70.34,46.89333333333334,23.44666666666667,-287.36705202312135,0
ORD200794,2023-03-09,C76653,Printer,4.0,384.85,988 Main St,Online,Delivered,TRK77052196,9.0,FREESHIP,Instagram,1539.4,2023,3,3,1,0,384.85,171.04444444444445,42.76111111111111,33.135082872928194,1
ORD200487,2023-03-09,C40136,Printer,3.0,346.52,211 Main St,Credit Card,Pending,TRK92924852,3.0,SAVE10,Google,1039.56,2023,3,3,1,0,346.52,346.52,115.50666666666666,-5.194917127071847,1
ORD200404,2023-03-09,C45482,Monitor,2.0,99.1,440 Main St,Cash,Delivered,TRK54571699,6.0,FREESHIP,Instagram,198.2,2023,3,3,1,0,99.1,33.03333333333333,16.516666666666666,-259.5636196319018,0
ORD200425,2023-03-09,C40648,Laptop,2.0,301.88,488 Main St,Gift Card,Returned,TRK25325993,5.0,WINTER15,Email,603.76,2023,3,3,1,0,301.88,120.752,60.376,-55.82705202312138,0
ORD200568,2023-03-10,C29072,Laptop,2.0,343.99,312 Main St,Online,Delivered,TRK72334047,4.0,FREESHIP,Google,687.98,2023,3,4,1,0,343.99,171.995,85.9975,-13.717052023121369,0
ORD200520,2023-03-10,C66332,Monitor,3.0,635.98,959 Main St,Cash,Returned,TRK27063398,5.0,FREESHIP,Referral,1907.94,2023,3,4,1,0,635.98,381.588,127.196,277.3163803680982,2
ORD201106,2023-03-12,C34555,Chair,1.0,372.8,903 Main St,Cash,Cancelled,TRK72859458,6.0,SAVE10,Facebook,372.8,2023,3,6,1,1,372.8,62.13333333333333,62.13333333333333,17.139719101123603,0
ORD200288,2023-03-12,C97643,Laptop,4.0,512.75,537 Main St,Debit Card,Returned,TRK60831391,8.0,WINTER15,Google,2051.0,2023,3,6,1,1,512.75,256.375,64.09375,155.04294797687862,2
ORD200725,2023-03-12,C95269,Chair,2.0,194.85,372 Main St,Gift Card,Returned,TRK45670926,5.0,FREESHIP,Referral,389.7,2023,3,6,1,1,194.85,77.94,38.97,-160.8102808988764,0
ORD200655,2023-03-14,C22101,Chair,2.0,132.6,262 Main St,Debit Card,Cancelled,TRK70711522,4.0,WINTER15,Email,265.2,2023,3,1,1,0,132.6,66.3,33.15,-223.0602808988764,0
ORD200464,2023-03-14,C39176,Tablet,4.0,434.42,739 Main St,Online,Cancelled,TRK71418686,6.0,FREESHIP,Google,1737.68,2023,3,1,1,0,434.42,289.61333333333334,72.40333333333334,66.7408938547486,2
ORD200515,2023-03-14,C67561,Phone,3.0,553.52,160 Main St,Gift Card,Shipped,TRK75900717,4.0,FREESHIP,Facebook,1660.56,2023,3,1,1,0,553.52,415.14,138.38,178.30243589743588,1
ORD200091,2023-03-15,C98216,Laptop,5.0,492.75,196 Main St,Cash,Shipped,TRK40986666,6.0,WINTER15,Referral,2463.75,2023,3,2,1,0,492.75,410.625,82.125,135.04294797687862,2
ORD201114,2023-03-16,C55164,Tablet,3.0,659.88,609 Main St,Gift Card,Cancelled,TRK79610967,3.0,FREESHIP,Google,1979.64,2023,3,3,1,0,659.88,659.88,219.96,292.2008938547486,2
ORD200180,2023-03-18,C87216,Tablet,5.0,316.07,970 Main St,Cash,Returned,TRK18713727,10.0,FREESHIP,Google,1580.35,2023,3,5,1,1,316.07,158.035,31.607,-51.60910614525142,1
ORD201078,2023-03-18,C62627,Desk,1.0,41.09,881 Main St,Online,Returned,TRK90060232,4.0,WINTER15,Email,41.09,2023,3,5,1,1,41.09,10.2725,10.2725,-288.51811764705883,0
ORD201113,2023-03-19,C52914,Desk,4.0,209.99,168 Main St,Cash,Delivered,TRK80819053,8.0,FREESHIP,Google,839.96,2023,3,6,1,1,209.99,104.995,26.24875,-119.6181176470588,0
ORD200861,2023-03-19,C93276,Desk,5.0,330.45,230 Main St,Gift Card,Shipped,TRK44165913,10.0,FREESHIP,Google,1652.25,2023,3,6,1,1,330.45,165.225,33.045,0.8418823529411839,1
ORD200116,2023-03-19,C47761,Printer,4.0,291.35,109 Main St,Credit Card,Cancelled,TRK66669207,6.0,WINTER15,Facebook,1165.4,2023,3,6,1,1,291.35,194.23333333333335,48.55833333333334,-60.364917127071806,1
ORD201108,2023-03-20,C35136,Laptop,1.0,634.94,462 Main St,Online,Cancelled,TRK49753703,5.0,WINTER15,Instagram,634.94,2023,3,0,1,0,634.94,126.98800000000001,126.98800000000001,277.2329479768787,0
ORD200893,2023-03-21,C99533,Monitor,1.0,678.01,696 Main St,Cash,Pending,TRK55701253,4.0,FREESHIP,Referral,678.01,2023,3,1,1,0,678.01,169.5025,169.5025,319.34638036809815,0
ORD200703,2023-03-22,C89336,Desk,1.0,92.79,799 Main St,Cash,Pending,TRK47665103,3.0,WINTER15,Email,92.79,2023,3,2,1,0,92.79,30.930000000000003,30.930000000000003,-236.81811764705878,0
ORD200989,2023-03-23,C49995,Laptop,4.0,246.11,559 Main St,Credit Card,Pending,TRK33212013,4.0,SAVE10,Instagram,984.44,2023,3,3,1,0,246.11,246.11,61.5275,-111.59705202312136,1
ORD200095,2023-03-24,C76761,Printer,4.0,117.51,839 Main St,Debit Card,Returned,TRK60179774,7.0,FREESHIP,Referral,470.04,2023,3,4,1,0,117.51,67.14857142857143,16.787142857142857,-234.20491712707184,0
ORD200263,2023-03-25,C71040,Phone,4.0,434.85,250 Main St,Credit Card,Pending,TRK41397604,4.0,WINTER15,Google,1739.4,2023,3,5,1,1,434.85,434.85,108.7125,59.632435897435926,2
ORD200932,2023-03-26,C26118,Laptop,2.0,72.39,168 Main St,Online,Delivered,TRK15334251,7.0,WINTER15,Instagram,144.78,2023,3,6,1,1,72.39,20.68285714285714,10.34142857142857,-285.3170520231214,0
ORD200628,2023-03-26,C18717,Printer,5.0,558.63,861 Main St,Cash,Pending,TRK58568806,8.0,FREESHIP,Referral,2793.15,2023,3,6,1,1,558.63,349.14375,69.82875,206.91508287292817,3
ORD200758,2023-03-26,C69021,Tablet,3.0,624.84,917 Main St,Credit Card,Cancelled,TRK57148510,8.0,WINTER15,Facebook,1874.52,2023,3,6,1,1,624.84,234.315,78.105,257.1608938547486,2
ORD200014,2023-03-27,C98474,Tablet,2.0,393.33,980 Main St,Debit Card,Pending,TRK79186539,3.0,SAVE10,Instagram,786.66,2023,3,0,1,0,393.33,262.21999999999997,131.10999999999999,25.650893854748574,0
ORD200280,2023-03-27,C55388,Tablet,3.0,404.62,740 Main St,Gift Card,Delivered,TRK75741001,6.0,FREESHIP,Instagram,1213.86,2023,3,0,1,0,404.61999999999995,202.30999999999997,67.43666666666667,36.940893854748595,1
ORD200107,2023-03-27,C16775,Printer,5.0,670.75,848 Main St,Gift Card,Shipped,TRK34392124,8.0,FREESHIP,Instagram,3330.4075,2023,3,0,1,0,666.0815,416.3009375,83.2601875,319.0350828729282,3
ORD200940,2023-03-27,C74003,Printer,4.0,305.32,679 Main St,Online,Cancelled,TRK91525779,4.0,SAVE10,Google,1221.28,2023,3,0,1,0,305.32,305.32,76.33,-46.394917127071835,1
ORD200132,2023-03-28,C96257,Tablet,4.0,450.75,583 Main St,Credit Card,Shipped,TRK13137948,6.0,WINTER15,Email,1803.0,2023,3,1,1,0,450.75,300.5,75.125,83.07089385474859,2
